Código da notícia 2022,Data da notícia,Região,UF,MUNICÍPIO,ID,Ação Matriz,Ação derivada,Nome do movimento,Cadastrar novo movimento,Datas da ação,ODS,Cadastrar nova pauta,Pautas da ação,Data incompleta,Bioma
FLO160322D,"mar. 16, 2022",Norte , Pará , Tomé-Açu,1508001,Comunicativa, Entrevista Concedida,Outros,Associação Indígena Tembé de Tomé-Açu - AITT (Parenté Tembé),Data inicial: 16/03/2022 Data final: 16/03/2022,"14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Racismo étnico​
Demarcação de terras​",,Amazônia
FLO270122B,"jan. 27, 2022",Norte , Pará , Tucuruí,1508100,Comunicativa, Entrevista Concedida,Outros,Cacique da aldeia Cujubim,Data inicial: 27/01/2021 Data final: 27/01/2021,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Mineração​",,Amazônia
FLO050522A,"mai. 4, 2022",Norte , Rondônia , Mirante da Serra,1101302,Encontro , Reunião de Articulação,Outros,IPÊ - Instituto de Pesquisas Ecológicas; Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio),undefined,"12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Mudanças Climáticas​
Desmatamento​",,Amazônia
FLO110122A,"jan. 11, 2022",Norte , Rondônia , Nova Mamoré,1100338,Comunicativa, Entrevista Concedida,Outros,Última representante do Povo Piripkura,undefined,"3; Saúde e Bem-Estar
15; Vida Terrestre",,"Políticas indigenistas​
Direito ao território​
Autonomia​
Direitos originários​",,Amazônia
FLO100822B,"ago. 10, 2022",Norte , Rondônia , Porto Velho,1100205,Encontro , Reunião de Denúncia,Outros,Povo Guarani Kaiowá; Povo Aikanã; Povo Cujubim; Povo Cassupá; Povo Guarasugwe; Povo Karitiana; Povo Karipuna; Povo Kanoé; Povo Salamãe; Povo Oro Waram; Povo Oro Não; Povo Mamaindê; Povo Caorowaji; Povo Oro Eu; Povo Tupinambá; Povo Migueleno; Povo Oro Waram Xijein; Povo Oro Mon; Povo Palmari; Povo Kaxinawá; Povo Chiquitano; Povo Arara; Conselho Indigenista Missionário (CIMI),Data inicial: 08/08/2022 Data final: 10/08/2022,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Combate ao garimpo​
Direito ao território​
Segurança Territorial​",,Amazônia
FLO220722A,"jul. 22, 2022",Norte , Rondônia , Porto Velho,1100205,Evento ,Conferência,Outros,Conselho Indigenista Missionário (Cimi); Comissão Pastoral da Terra (CPT); Via Campesina; Arquidiocese de Porto Velho; Cáritas Brasileira,Data inicial: 18/07/2022 Data final: 20/07/2022,"10; Redução das Desigualdades
15; Vida Terrestre",,"Autonomia
Preservação ambiental​
Direitos originários​",,Amazônia
FLO220722B,"jul. 22, 2022",Norte , Rondônia , Porto Velho,1100205,Comunicativa, Carta Cosmopolítica,Outros,Conselho Indigenista Missionário (Cimi); Comissão Pastoral da Terra (CPT); Via Campesina; Arquidiocese de Porto Velho; Cáritas Brasileira,undefined,"10; Redução das Desigualdades
15; Vida Terrestre",,"Autonomia
Defesa ambiental​
Direitos originários​",,Amazônia
FLO100922B,"set. 10, 2022",Norte , Rondônia , Porto Velho,1100205,Evento , Assembleia,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 10/09/2022 Data final: 10/09/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
7; Energia Limpa e Acessível
8; Trabalho Decente e Crescimento Econômico
9; Indústria, Inovação e Infraestrutura
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Mineração​
Barragens ​
Educação​",,Amazônia
FLO100922C,"set. 10, 2022",Norte , Rondônia , Porto Velho,1100205,Comunicativa,Carta de compromisso,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 10/09/2022 Data final: 10/09/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
7; Energia Limpa e Acessível
8; Trabalho Decente e Crescimento Econômico
9; Indústria, Inovação e Infraestrutura
12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Mineração​
Barragens ​
Educação​",,Amazônia
FLO310522A,"mai. 31, 2022",Norte , Rondônia , Seringueiras,1101500,Encontro , Reunião de Denúncia,Outros,,Data inicial: 27/05/2022 Data final: 29/05/2022,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",,"Preservação ambiental​
Demarcação de terras​
Cultura​",,Amazônia
FLO310522B,"mai. 31, 2022",Norte , Rondônia , Seringueiras,1101500,Comunicativa, Carta Pública de Denúncia,Outros,,Data inicial: 27/05/2022 Data final: 29/05/2022,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Segurança Territorial​
Cultura​",,Amazônia
FLO200122B,"jan. 20, 2022",Norte , Rondônia , Vilhena,1100304,Comunicativa,Entrevista concedida,Outros,Povo Paiter Suruí; Povo Cinta Larga; Povo Zoró,,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Demarcação de terras​
Direito ao território​
Direitos originários​",NI/01/2022,Amazônia
FLO250322A,"mar. 25, 2022",Norte , Roraima , Alto Alegre,1400050,Comunicativa, Vídeo de Denúncia,Outros,Júnior Hekurari,,"3; Saúde e Bem-Estar
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Saúde indígena​
Direitos originários​",NI/03/22,Amazônia
FLO250322B,"mar. 25, 2022",Norte , Roraima , Alto Alegre,1400050,Comunicativa, Carta Pública de Denúncia,Outros,Júnior Hekurari,undefined,"3; Saúde e Bem-Estar
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Saúde indígena​
Direitos originários​",NI/03/22,Amazônia
FLO290322B,"mar. 29, 2022",Norte , Roraima , Alto Alegre,1400050,Comunicativa, Carta Pública de Denúncia,Povo Yanomami,,,"3; Saúde e Bem-Estar
6; Água Potável e Saneamento
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Combate ao garimpo​
Saúde indígena​
Mineração​
Saneamento Básico​",NI/03/22,Amazônia
FLO310322A,"mar. 31, 2022",Norte , Roraima , Alto Alegre,1400050,Comunicativa, Entrevista Concedida,Outros,Conselho Distrital de Saúde Indígena Yanomami e Ye'kuana (Condisi-YY),Data inicial: 31/03/2022 Data final: 31/03/2022,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes",,"Combate ao garimpo​
Saúde indígena​
Segurança Territorial​",,Amazônia
FLO290422A,"mai. 11, 2023",Norte , Roraima , Alto Alegre,1400050,Comunicativa, Entrevista Concedida,Outros,Conselho Distrital de Saúde Indígena Yanomami e Ye’kuana (Condisi-YY) - Júnior Hekurari Yanomami,Data inicial: 28/04/2022 Data final: 28/04/2022,"10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",,"Combate ao garimpo​
Segurança Territorial​
Direitos originários​",,Amazônia
FLO290422B,"abr. 29, 2022",Norte , Roraima , Alto Alegre,1400050,Comunicativa, Vídeo de Denúncia,Outros,Conselho Distrital de Saúde Indígena Yanomami e Ye'kuana (Condisi-YY),Data inicial: 28/04/2022 Data final: 28/04/2022,16; Paz Justiça e Instituições Eficazes,,"Combate ao garimpo​
Defesa ambiental​
Segurança Territorial​
Direitos originários​",,Amazônia
FLO290422C,"abr. 29, 2022",Norte , Roraima , Alto Alegre,1400050,Comunicativa, Nota de Repúdio,Outros,Hutukara Associação Yanomami (HAY),Data inicial: 27/04/2022 Data final: 27/04/2022,16; Paz Justiça e Instituições Eficazes,,"Combate ao garimpo​
Segurança Territorial​
Mineração​",,Amazônia
FLO090222B,"fev. 9, 2022",Norte , Roraima , Alto Alegre,1400050,Comunicativa, Vídeo de Denúncia,Povo Yanomami,,Data inicial: 07/02/2022 Data final: 07/02/2022,"3; Saúde e Bem-Estar
14; Vida na Água
15; Vida Terrestre
17; Parcerias e Meios de Implementação",,"Combate ao garimpo​
Defesa ambiental​
Direito ao território​",,Amazônia
FLO210222C,"fev. 21, 2022",Norte , Roraima , Alto Alegre,1400050,Comunicativa, Entrevista Concedida,Povo Yanomami,Yanomani Wallo Pali,,16; Paz Justiça e Instituições Eficazes,garimpo,Outros,,Amazônia
FLO240322C,"mar. 24, 2023",Norte , Roraima , Boa Vista,1400100,Comunicativa, Carta Pública de Denúncia,NI,,Data inicial: 16/03/2022 Data final: 16/03/2022,"4; Educação de Qualidade
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Racismo institucional​
Racismo étnico​",,Amazônia
FLO080922A,"set. 8, 2022",Norte , Roraima , Boa Vista,1400100,Interseccionalidade institucional , Participação em Audiência Publica,Outros,,Data inicial: 06/09/2022 Data final: 06/09/2022,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,Saúde indígena​,,Amazônia
FLO080922B,"set. 8, 2022",Norte , Roraima , Boa Vista,1400100,Comunicativa, Carta Pública de Denúncia,Outros,,Data inicial: 06/09/2022 Data final: 06/09/2022,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,Saúde indígena​,,Amazônia
FLO140722A,"jul. 14, 2022",Norte , Roraima , Boa Vista,1400100,Interseccionalidade institucional , Participação em Audiência Publica,"Outros
Articulação dos Povos Indígenas do Brasil (APIB)",Hutukara Associação Yanomami (HAY); Associação Wanasseduume Ye’kwana; Conselho Indígena de Roraima (CIR);Conselho Indigenista Missionário (Cimi),undefined,"3; Saúde e Bem-Estar
5; Igualdade de Gênero
14; Vida na Água
15; Vida Terrestre",,"Combate ao garimpo​
Defesa ambiental​
Questões de gênero​
Saúde indígena​
Saneamento Básico​",,Amazônia
FLO200722A,"jul. 20, 2022",Norte , Roraima , Boa Vista,1400100,Comunicativa, Carta Pública de Denúncia,Outros,Conselho Indígena de Roraima (CIR),undefined,"3; Saúde e Bem-Estar
5; Igualdade de Gênero
15; Vida Terrestre",,"Combate ao garimpo​
Questões de gênero​
Direitos originários​",,Amazônia
FLO131122A,"nov. 13, 2022",Norte , Roraima , Boa Vista,1400100,,,Outros,Hutukara Associação Yanomami (HAY),Data inicial: 12/11/2022 Data final: 12/11/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Crime de Ódio; Invasores; Contato Forçado; Violência Contra Povos Indígenas; Vulnerabilidade,Patrimônio territorial​,,Amazônia
FLO131122B,"nov. 13, 2022",Norte , Roraima , Boa Vista,1400100,Comunicativa, Nota de Repúdio,Outros,A Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab); Conselho indígena  de Roraima (CIR); Hutukara Associação Yanomami (HAY);,Data inicial: 13/03/2022 Data final: 13/03/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Crime de Ódio; Invasores; Contato Forçado; Violência Contra Povos Indígenas; Vulnerabilidade,"Combate ao garimpo​
Direitos originários​
Patrimônio territorial​",,Amazônia
FLO280922E,"set. 28, 2022",Norte , Roraima , Boa Vista,1400100,Festividades e Ritual , Cerimônia Festiva,Outros,Povo Wapichana,Data inicial: 16/08/2022 Data final: 16/08/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Eleições 2022,Outros,,Amazônia
FLO240222C,"fev. 24, 2022",Norte , Roraima , Boa Vista,1400100,Arrecadação de Recursos ou Execução de Serviços , Doação,Outros,"A comunidade indígena de várias etnias que pertencem a associações no contexto urbano de Boa Vista,",undefined,"1; Erradicação da Pobreza
10; Redução das Desigualdades",,Outros,NI/02/2022,Amazônia
FLO010522A,"abr. 30, 2022",Norte , Roraima , Bonfim,1400159,Comunicativa, Vídeo de Denúncia,Povo Yanomami,,Data inicial: 27/04/2023 Data final: 28/04/2023,"10; Redução das Desigualdades
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Racismo Ambiental,"Racismo étnico​
Saúde indígena​",,Amazônia
FLO121222A,"dez. 12, 2022",Norte , Roraima , Caracaraí,1400209,Comunicativa, Ofício,Outros,Hutukara Associação Yanomami (HAY); Povo Yanomami,Data inicial: 26/11/2022 Data final: 26/11/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Políticas indigenistas​
Direito ao território​
Saúde indígena​
Segurança Territorial​
Idiomas indígenas​
Cultura​
Educação​
Direitos originários​
Patrimônio territorial​
Florestania​",,Amazônia
FLO281122A,"nov. 28, 2022",Norte , Roraima , Normandia,1400407,Comunicativa,Carta aberta,Outros,Indígenas da Comunidade Tabatinga; Indígenas da Comunidade Sol Nascente; Indígenas da Comunidade Deus Nos Ama; Indígenas da Comunidade Camararém,Data inicial: 28/11/2022 Data final: 28/11/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Policia Militar; Violência,Segurança Territorial​,,Amazônia
FLO210722A,"jul. 21, 2022",Norte , Roraima , Uiramutã,1400704,Encontro , Reunião de Denúncia,Outros,Conselho Indígena de Roraima (CIR),undefined,"5; Igualdade de Gênero
10; Redução das Desigualdades
15; Vida Terrestre",,"Combate ao garimpo​
Defesa ambiental​",,Amazônia
FLO240622A,"jun. 24, 2022",Norte , Tocantins , Arraias,1702406,Comunicativa, Nota de Repúdio,Outros,"O coletivo Coalizão Vozes do Tocantins é formado por 10 instituições: Associação Kalunga do Mimoso do Tocantins (AKMT), Associação Indígena Pyka Mex (Apinajé), Associação Cultural Kyjre (Krahô), Colônia de Pescadores e Pescadoras de Araguacema, Associação Onça D´Água, Escola Família Agrícola de Esperantina, Cooperativa de Assistência Técnica Rural (COOPTER), Movimento dos Trabalhadores e Trabalhadoras Rurais sem Terra (MST), Universidade Federal do Tocantins (UFT) e Instituto Sociedade, População e Natureza (ISPN).",,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Direito ao território​
Segurança Territorial​",N.I.,Cerrado
FLO070722D,"jul. 7, 2022",Norte , Tocantins , Formoso do Araguaia,1708205,Evento , Assembleia,Outros,Povo Ãwa; Povo Javaé; Povo Karajá; Instituto Indígena do Tocantins (INDTINS),Data inicial: 07/07/2022 Data final: 12/07/2022,15; Vida Terrestre,,"Defesa ambiental​
Preservação ambiental​",,Amazônia
FLO040322A,"mar. 4, 2022",Norte , Tocantins , Lagoa da Confusão,1711902,Comunicativa, Entrevista Concedida,Outros,José Valdete Krahô; Davi Krahô,Data inicial: 04/03/2022 Data final: 04/03/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Retomada,"Direito ao território​
Saúde indígena​
Direitos originários​",,Amazônia
FLO200922E,"set. 20, 2022",Norte , Tocantins , Lagoa da Confusão,1711902,Evento ,Conferência,Outros,Povo Krahô-Kanela; Conselho Indigenista Missionário.,Data inicial: 09/09/2022 Data final: 11/09/2022,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Marco temporal​
Direito ao território​
Cultura​
Educação​
Direitos originários​
Patrimônio territorial​
Saberes tradicionais​",,Cerrado
FLO290922F,"set. 29, 2022",Norte , Tocantins , Lagoa da Confusão,1711902,Encontro ,Reunião de negociação,Outros,Liderança do Povo Karajá,Data inicial: 27/09/2022 Data final: 27/09/2022,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Eleições 2022,Outros,,Cerrado
FLO110922E,"set. 11, 2022",Norte , Tocantins , Mateiros,1712702,Festividades e Ritual , Cerimônia Festiva,Outros,Quilombo Mumbuca,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Outros
Cultura​
Saberes tradicionais​",NI/09/2022,Cerrado
FLO270422B,"abr. 27, 2022",Norte , Tocantins , Palmas,1721000,Encontro , Reunião de Construção de Agenda,Outros,Lideranças dos povos indígenas do Tocantins,Data inicial: 26/04/2022 Data final: 26/04/2022,"11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
15; Vida Terrestre",,"Defesa ambiental​
Mudanças Climáticas​
Desmatamento​",,Amazônia
FLO151222A,"dez. 15, 2022",Norte , Tocantins , Palmas,1721000,Comunicativa, Nota de Repúdio,Outros,quebradeiras de coco; comunidades tradicionais,undefined,"5; Igualdade de Gênero
15; Vida Terrestre",,"Desmatamento​
Florestania​
Saberes tradicionais​",,NI
FLO110322A,"mar. 11, 2022",Norte , Tocantins , São Félix do Tocantins,1720150,Comunicativa, Vídeo de Denúncia,NI,,Data inicial: 11/03/2022 Data final: 11/03/2022,"4; Educação de Qualidade
9; Indústria, Inovação e Infraestrutura
16; Paz Justiça e Instituições Eficazes",Infraestrutura,Educação​,,Cerrado
FLO140722C,"jul. 14, 2022",Norte , Tocantins , Tocantinópolis,1721208,Paraestatal, Levantamento de Dados Primários,Outros,Associação União das Aldeias Apinajé-Pempxà; Centro de Trabalho Indigenista (CTI); Centro Timbira de Ensino e Pesquisa (PENXWJ HEMPEJXA),Data inicial: 09/07/2022 Data final: 12/07/2022,15; Vida Terrestre,,"Autonomia
Defesa ambiental​
Demarcação de terras​
Segurança Territorial​
Patrimônio territorial​",,NI
